"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Chuck H","5.0 颗星，最多 5 颗星","This one should piss you off.","2022年12月21日 在美国审核","已确认购买","This one should piss you off; which is more or less exactly why you need to read it.Not dunking on the Chinese people.It’s the CCP’s relentless encroachment into every aspect of our culture and the complicity of American politicians from both parties that will make you want to puke.Well researched. Arguably the most meticulously cited book I have ever picked up.Schweizer has his facts straight in a body of work that is unassailable.Required reading my friends.","16 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIsWc50FMfdPJeF0JNQVji08%252FFIdrbgXrV21soH%252BOHzbAAAAAGQvyngAAAAB%26reviewId%3DR2839ZSCMUV1Y8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIsWc50FMfdPJeF0JNQVji08%2FFIdrbgXrV21soH%2BOHzbAAAAAGQvyngAAAAB&reviewId=R2839ZSCMUV1Y8","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Firefly Girl","5.0 颗星，最多 5 颗星","Caught Red-Handed","2022年3月11日 在美国审核","已确认购买","Holy smokes...I had no idea some of the most prominent elites in this country have been corrupted by Chinese investments, a bipartisan list of politicians, sports and entertainment celebrities, tech gurus, universities, and entrepreneurs that will make you want to throw up. It's sickening the depth of corruption they'll sink to for the sake of money, to cooperate with a foreign country that puts our country at risk in far more ways than I ever imagined, and lifts China higher on the world ladder. And it's sickening the lengths they'll go to to cover it up. Bought and paid for by the Chinese Communist Party. It's a gruesome read that affirms the argument for term limits for politicians and why we shouldn't idolize anyone who places China over the United States.This wasn't easy reading...both due to the content and the emotional response as I was reading.Mr. Schweizer meticulously researched the part our elites play in the China/USA games, and it's an eye-opener for sure. A part of me wishes I hadn't read it, the other congratulates me for doing so.If you have any doubt as to China's end goal; if you have any doubt whether politicians are held hostage by the CCP; if you have any doubt how some of these people get so stinking rich, look no further. It's all here in black and white.","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHOu8yoDf%252ByVgAcrYJocpina4YlvXF0bFXO%252BZk1g%252FVtEAAAAAGQvyngAAAAB%26reviewId%3DRX2XKPMJTRWTY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHOu8yoDf%2ByVgAcrYJocpina4YlvXF0bFXO%2BZk1g%2FVtEAAAAAGQvyngAAAAB&reviewId=RX2XKPMJTRWTY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Wanda M. Keith Rn","5.0 颗星，最多 5 颗星","SCHWEIZER DOES IT AGAIN","2022年2月4日 在美国审核","已确认购买","Peter Schweizer has done it again with a expose of a Government run by elites who become rich from their ties to the very people they were elected or appointed to protect us from. He then takes us to the entertainment and sports elites who have become wealthy beyond our dreams and who bow down to foreign leaders who wish to one day take over our country. One example is LeBron James who refuses to call out China for their treatment of ethnic groups as he is heralded as an idol in China. Schweizer brings us up to date on the Biden Crime Family and how they have become wealthy from their ties to China and Ukraine. However, he presents a fair and balanced book by including members of both parties who have benefited from their previous and current positions. He includes the Bush family, the Trudeau family, the Pelosi's, Kissinger, Gates, McConnell's, Clinton's, etc, who are all recipients of great wealth thanks to China and other foreign powers and Schweizer spells out how it is done. He also digs into big tech, Ivy League universities, and Wall Street. Kissinger once stated, ""When the Chinese don't need us, they are going to be very difficult to deal with."" We are getting very close to the time when China will have reaped all they can from America; their goal is 2049. Please read this book to see some suggestions from Schweizer on how to turn this around. I'm hoping it's not too late and that someone is listening.","18 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOIvANgBa7Ll9%252BsMIw8Q179OBFsvO6XZnQFanKam3os4AAAAAGQvyngAAAAB%26reviewId%3DR2WG11KJ4ALYKY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOIvANgBa7Ll9%2BsMIw8Q179OBFsvO6XZnQFanKam3os4AAAAAGQvyngAAAAB&reviewId=R2WG11KJ4ALYKY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Tristan Flannery","5.0 颗星，最多 5 颗星","Unparalleled deep dive","2022年11月28日 在美国审核","已确认购买","You owe it to yourself to read this book from cover to cover. It is apolitical and devoid of personal interest. What Schweizer does, however, is use a masterful blend of academic research in which the reader gets a near overwhelming understanding of how grave the problem is. Read the book.","6 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJX40hXI2Y5ByIj1%252Bbbushgvr77e%252F2hE9pltTKn3R8DtAAAAAGQvyngAAAAB%26reviewId%3DR9DE5LZXOAUXS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJX40hXI2Y5ByIj1%2Bbbushgvr77e%2F2hE9pltTKn3R8DtAAAAAGQvyngAAAAB&reviewId=R9DE5LZXOAUXS","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Ray","4.0 颗星，最多 5 颗星","Well documented .","2022年7月24日 在美国审核","已确认购买","This book was hard for me to keep reading as I got really disgusted by all the politicians , big business leaders, and former military personnel who have and continue to profit from Chinese ties.  It is an eye opener and really should be at least skimmed over by all voters, It also shows a dire need for political reform in the way of term limits for congress along with penalties for those who profit from government positions via foreign money.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhL7LCs3F%252Frc2VAZbqPukbkFAV4smHKoXbr9XxvE0qALgAAAAAGQvyngAAAAB%26reviewId%3DRKRVTLDJYIJIH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL7LCs3F%2Frc2VAZbqPukbkFAV4smHKoXbr9XxvE0qALgAAAAAGQvyngAAAAB&reviewId=RKRVTLDJYIJIH","","0","当前加载评论时遇到问题。请稍后再试。"
"Regina","5.0 颗星，最多 5 颗星","Bill Gates and Joe Biden are only two of the many American elites getting rich helping China win.","2022年7月1日 在美国审核","已确认购买","Bill Gates, Joe Biden, and many more are outed by Peter Schweizer in his book, Red-Handed, How American Elites Get Rich Helping China Win.  With hard-hitting information like the following, the book is a must-read for anyone who wants to take back our country:How Google, Microsoft, and other Big Tech companies knowingly help the Chinese military compete with us. (One wonders why they are not charged with treason.)How the Biden family bagged some $31 million from individuals with direct ties to the highest levels of Chinese intelligence—and Joe Biden personally benefitted while softening his position on China.And that’s just a small sample of the “profiles in corruption” detailed in this riveting book.  I haven’t finished it yet, but am anxious to see if the author has action suggestions for the reader.","11 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGFXt%252B2Xm4Jmy4VqvIxDAi1Y3JzQ%252BQ9a8OQKGPaey7YCAAAAAGQvyngAAAAB%26reviewId%3DR3L4VKEWRKH5JZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGFXt%2B2Xm4Jmy4VqvIxDAi1Y3JzQ%2BQ9a8OQKGPaey7YCAAAAAGQvyngAAAAB&reviewId=R3L4VKEWRKH5JZ","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","The cabal continues","2022年12月18日 在美国审核","已确认购买","Exactly why this country is fractured.  Our legislators are corrupt and the cycle continues every 4 years. Vote them all out","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBTsZVPFuGDQVsMJnJSi9HsA9K%252FDgMCSJOP7Mjk%252BnKl%252FAAAAAGQvyngAAAAB%26reviewId%3DRX58FXKUWBF2J&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBTsZVPFuGDQVsMJnJSi9HsA9K%2FDgMCSJOP7Mjk%2BnKl%2FAAAAAGQvyngAAAAB&reviewId=RX58FXKUWBF2J","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"KSW","5.0 颗星，最多 5 颗星","A Must Read - Whether Republican or Democrat","2022年3月2日 在美国审核","已确认购买","Our Congress is Parliament of Whores.  As bad as Hunter Biden is, some Bush family members are just as bad or even worse.  It does not matter which side of the isle you are coming from, they all are taking cash from China.  It is appalling how many people retire from serving their country, to only turn around and betray their country for a big payday.  If only half this book were true, it would still be totally disgusting what some of these politicians, diplomats, and government workers have done and are doing.  I personally believe that the author has done a thorough job researching the book and that it is very accurate.  The book makes you pray that real journalism comes back to the television and newspapers to expose this cesspool.  Where are you 60 Minutes?  Where have you gone?  I am sure, that these activities by our government representatives, are not just going on with China, but with many other countries.  This is a must read for all Americans.  We need term limits, so that our Congress represents the people and not themselves!","9 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMvedEpFSW6PSaXGIG0MSBpQyv61MPSGfMALdu9gt580AAAAAGQvyngAAAAB%26reviewId%3DRZA62BAZCP3WP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMvedEpFSW6PSaXGIG0MSBpQyv61MPSGfMALdu9gt580AAAAAGQvyngAAAAB&reviewId=RZA62BAZCP3WP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Sally Caldwell","5.0 颗星，最多 5 颗星","You need to be wise to those who climb the ladder on your back!","2022年9月2日 在美国审核","已确认购买","I read this to enhance my knowledge of one of the workings of those in power. Politics has no conscience-only greed. It isn’t based on the good of all-never on need. If I had two of something I would surely share. Those in power would never dare. That ladder they climb is a tenuous one. Fraught with perks that add up to fun. We put them in power with the push of a button. Most look in the mirror reflecting a glutton.","7 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFvXT5eBmieRiELLV5tQIp1s6bL0xsOe2ZIRo0UoY05mAAAAAGQvyngAAAAB%26reviewId%3DR3JTOWJGF2BRDS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFvXT5eBmieRiELLV5tQIp1s6bL0xsOe2ZIRo0UoY05mAAAAAGQvyngAAAAB&reviewId=R3JTOWJGF2BRDS","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","Enlightening literally shining light on the extent of the Chinese Influence on even Mitch McConnell","2022年3月22日 在美国审核","已确认购买","ExcerptThe Chao family first started ordering ships from China in 1990. After that 1993 visit with Senator McConnell, their partnership blossomed. From 2001 to 2011, Foremost received ten mammoth ships from Chinese state-controlled shipbuilders.96 When Elaine Chao became transportation secretary in the Trump administration in 2017, the relationship grew even more. As of July 2018, the Foremost Group signed a series of contracts with the China State Shipbuilding Corporation (CSSC) to build ten more ships, including six of the massive 208,000-ton variety.97 The financial terms of the deal were not disclosed, but similar transactions with other entities buying these large vessels put the price tag over $50 million each. That puts the total deal in the hundreds of millions of dollars.98I would have never known the Chinese Influence on the Republican Party. Mitch McConnell is owned by China.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhC%252BdY56CoTRdxCweD5Vo2IsvJsuWCCAUYAXc8VJr9Xy7AAAAAGQvyngAAAAB%26reviewId%3DR1R8869PDSE9E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC%2BdY56CoTRdxCweD5Vo2IsvJsuWCCAUYAXc8VJr9Xy7AAAAAGQvyngAAAAB&reviewId=R1R8869PDSE9E","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"LadyDoktor","5.0 颗星，最多 5 颗星","very good information--very technical","2022年3月18日 在美国审核","已确认购买","This book made me angry!  It is so sad our politicians sell us out like they do. I read the book more slowly than usual--due to the names being foreign to me.  My head was spinning with all the connections and payoffs.  Peter lays out a lot of information and has many footnotes to back up what he says.  I hope indictments come out of this, but the swamp in DC (esp with the DOJ being so corrupt) will probably never do anything about the information. I got sick reading it.  Some of the information was familiar but now I have the details and am beginning to understand the depth of the money flow and corruption of our political class and businesses.  The CCP is everywhere.  No one seems to be doing much about it.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEBiAT1Ytru69f0%252Fn6jIPiVYAay5uBhNewBA%252FQyrAbRqAAAAAGQvynkAAAAB%26reviewId%3DR17CGGL3V6SNTP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEBiAT1Ytru69f0%2Fn6jIPiVYAay5uBhNewBA%2FQyrAbRqAAAAAGQvynkAAAAB&reviewId=R17CGGL3V6SNTP","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Thomas Rioux","3.0 颗星，最多 5 颗星","Fair","2023年2月5日 在美国审核","已确认购买","Same info as Miranda Devines book","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBbpd40xcLjROLCLnqMxh1K3Besdmh9CHTp0kk%252FrymuYAAAAAGQvynkAAAAB%26reviewId%3DR30ZU5B8R5AU86&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBbpd40xcLjROLCLnqMxh1K3Besdmh9CHTp0kk%2FrymuYAAAAAGQvynkAAAAB&reviewId=R30ZU5B8R5AU86","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Travis Fruit","5.0 颗星，最多 5 颗星","Peter does it again!","2022年9月5日 在美国审核","已确认购买","Peter Schweizer is an excellent author who perfectly lays out the evidence in jaw dropping fashion. In this book you will learn how some of the biggest figures in American politics and technology are communist sympathizers. They bow to the CCP and sell out America to enrich themselves and their families. Truly disgusting individuals.","6 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBn7y6GX%252F%252FJFTX%252FulC3N9BgZ%252FYgE6F7%252B0G4czq%252BHb94qAAAAAGQvynkAAAAB%26reviewId%3DR2HN6V0GREW3SH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBn7y6GX%2F%2FJFTX%2FulC3N9BgZ%2FYgE6F7%2B0G4czq%2BHb94qAAAAAGQvynkAAAAB&reviewId=R2HN6V0GREW3SH","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Angie m.","5.0 颗星，最多 5 颗星","Book","2022年11月20日 在美国审核","已确认购买","Wow this is an education of how corrupt this country is. Wow","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhN1HUIm3tiIaZl5BZSCzoJWgcQ8Mth8QLk87AOfdPEApAAAAAGQvynkAAAAB%26reviewId%3DR1RFAQID39MXVW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN1HUIm3tiIaZl5BZSCzoJWgcQ8Mth8QLk87AOfdPEApAAAAAGQvynkAAAAB&reviewId=R1RFAQID39MXVW","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"RE","5.0 颗星，最多 5 颗星","Alarm Bells","2022年7月7日 在美国审核","已确认购买","This book is a real “eye opener”. It is evident that China is playing the long game and we have to recognize their strategy for what it is. Their ambitions to become the world’s most powerful super power are fueling their strategies to co-opt our government, steal our tech and infiltrate our education system. They care only about China and will do anything to achieve their mission. There is much we can and should do to combat their efforts. If not, we will hang ourselves with the rope  they sold us.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJ9Gr5%252F0FK92VWN%252F11UUR9HdT6%252FfC86TZvv2TEyyBXivAAAAAGQvynkAAAAB%26reviewId%3DR1JBQNFGS2JNVA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJ9Gr5%2F0FK92VWN%2F11UUR9HdT6%2FfC86TZvv2TEyyBXivAAAAAGQvynkAAAAB&reviewId=R1JBQNFGS2JNVA","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"deana","5.0 颗星，最多 5 颗星","American leftist elites, especially politicians, don't care about Americans","2022年6月26日 在美国审核","已确认购买","Certain ""American"" powerful elites don't care about America.  Don't care about the constitution.  Selling their souls to China for personal gain at the cost of life, liberty, safety and happiness for the rest of Americans.  And they don't care if you know because you are just a peon.  The Clintons are the perfect example of many.  America means nothing to these people.  We've always suspected it, and now the ugly facts come out in this book and other publications.  Read it and learn or confirm what you have already suspected.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhP127p2%252FOQslawGCX0KGji9todeWg%252BtrM9RhNy1o3IDhAAAAAGQvynkAAAAB%26reviewId%3DR1W8VDY1IQFD98&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP127p2%2FOQslawGCX0KGji9todeWg%2BtrM9RhNy1o3IDhAAAAAGQvynkAAAAB&reviewId=R1W8VDY1IQFD98","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
