"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Holly Schaffter","5.0 颗星，最多 5 颗星","Very interesting insights","2014年8月17日 在美国审核","已确认购买","many China books do not spend the time looking beyond the cover story that this one does and fall for exactly the traps this author points out. the party is much more complex and embedded than I realized","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOkrwGwEIwvIyd7r0%252FP840%252FYulkpjVCmy25jGKghnrnQAAAAAGQvy5kAAAAB%26reviewId%3DR3VIQOTUG9N66Z&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOkrwGwEIwvIyd7r0%2FP840%2FYulkpjVCmy25jGKghnrnQAAAAAGQvy5kAAAAB&reviewId=R3VIQOTUG9N66Z","","0","当前加载评论时遇到问题。请稍后再试。"
"Duncan L. J. Clark","5.0 颗星，最多 5 颗星","Superb - it all makes sense now!","2010年6月10日 在美国审核","已确认购买","I've been doing business in China for over a decade and this book is highly valuable even to a 'China hand' - essential reading for anyone dealing with China, or China's impact. Olympics? Expo? Those are the trappings, this book gets to the core. Read this and understand...","31 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNQV56qjy2DxWc5XNGZPky4flak9825SewDyFnKj0DGTAAAAAGQvy5oAAAAB%26reviewId%3DRG5EPAYVMCFAM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNQV56qjy2DxWc5XNGZPky4flak9825SewDyFnKj0DGTAAAAAGQvy5oAAAAB&reviewId=RG5EPAYVMCFAM","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Jane","3.0 颗星，最多 5 颗星","Good book for understanding China","2015年6月2日 在美国审核","已确认购买","This came when it was promised and in great condition. It was recommended for me to learn about China. I have only begun reading it but think it will be good read and informational.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhL9IEguxxnwnOG%252FLe3%252BOx6Q9pfJa8q3p7Hkq1I9GKK04AAAAAGQvy5oAAAAB%26reviewId%3DR1EN19G291XEIP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL9IEguxxnwnOG%2FLe3%2BOx6Q9pfJa8q3p7Hkq1I9GKK04AAAAAGQvy5oAAAAB&reviewId=R1EN19G291XEIP","","0","当前加载评论时遇到问题。请稍后再试。"
"The Beast","5.0 颗星，最多 5 颗星","The inside I never heard before","2012年11月27日 在美国审核","已确认购买","The explanation of the Communist Party's organizational methods were incredibly interesting and revealing. This book made me have more respect for The Party as well as disgust.If modern China fascinates you at all, read this book.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhF%252FEKh5xTBmHrwB6lKiJMeZK5QQkZyu8CVJySPOmyVW%252BAAAAAGQvy5oAAAAB%26reviewId%3DRPW1LBRSX3JI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hF%2FEKh5xTBmHrwB6lKiJMeZK5QQkZyu8CVJySPOmyVW%2BAAAAAGQvy5oAAAAB&reviewId=RPW1LBRSX3JI","","0","当前加载评论时遇到问题。请稍后再试。"
"Lone Wolff","5.0 颗星，最多 5 颗星","Essential reading","2013年9月24日 在美国审核","已确认购买","I have read an awful lot about China and its business but I never realized the power of the party in every aspect of life until this book came out. A great contribution to understanding.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOkaPxjOBxgDNIQyC8NSh%252BurAZ6Lmh11q%252BRLT9ZOjWHjAAAAAGQvy5oAAAAB%26reviewId%3DRMB2R95FRZJBY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOkaPxjOBxgDNIQyC8NSh%2BurAZ6Lmh11q%2BRLT9ZOjWHjAAAAAGQvy5oAAAAB&reviewId=RMB2R95FRZJBY","","0","当前加载评论时遇到问题。请稍后再试。"
"Kindle Customer","5.0 颗星，最多 5 颗星","Five Stars","2017年1月30日 在美国审核","已确认购买","Great book for anyone who wants to learn about the Chinese Communist Party and its inner workings.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLJLp%252FbodrpOC0UZs48LLPdYqhpDRh9eiNgQ0C2ZbhylAAAAAGQvy5oAAAAB%26reviewId%3DR2QSI91T4XY9VD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLJLp%2FbodrpOC0UZs48LLPdYqhpDRh9eiNgQ0C2ZbhylAAAAAGQvy5oAAAAB&reviewId=R2QSI91T4XY9VD","","0","当前加载评论时遇到问题。请稍后再试。"
"Bob","5.0 颗星，最多 5 颗星","Excellent read. Provides good insight into a culture and ...","2014年7月22日 在美国审核","已确认购买","Excellent read.  Provides good insight into a culture and government organization so foreign to western world.  A must read for anyone doing business with the Chinese government.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJSnJIMhRFjq%252FcJsha%252FveaT%252FY9FbGj5psBFKI5Z0PypHAAAAAGQvy5oAAAAB%26reviewId%3DR3C0Z66MVQ8KF3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJSnJIMhRFjq%2FcJsha%2FveaT%2FY9FbGj5psBFKI5Z0PypHAAAAAGQvy5oAAAAB&reviewId=R3C0Z66MVQ8KF3","","0","当前加载评论时遇到问题。请稍后再试。"
"T. A. TSHUVA","2.0 颗星，最多 5 颗星","Too lengthy","2010年10月16日 在美国审核","已确认购买","I admit that I seldom read a non-fiction book cover to cover. However, I do read a few each year. This one goes around some points the author want to convey  in a very lengthy way and wastes a lot of paper and more important, reader time. It would have had a much greater utility had it been written in 20 pages.  I understand it would have been harder to sell...","7 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIQv6XKg0hEj3xbsNvOc2ne5aPyfsEbsA8fNFl2pN01yAAAAAGQvy5oAAAAB%26reviewId%3DRJ4MI443VODSL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIQv6XKg0hEj3xbsNvOc2ne5aPyfsEbsA8fNFl2pN01yAAAAAGQvy5oAAAAB&reviewId=RJ4MI443VODSL","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Jun","5.0 颗星，最多 5 颗星","So comprehensive","2013年7月23日 在美国审核","已确认购买","Loved this book. For once a ""laowai"" with a great, not-too-biased, EXPERIENCED pov of the Chinese system. Happy I read this book and definitely added depth to my knowledge of this topic.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJlNwOQY7dgFJiuXZPzIucVPg9n94aAxacwTdn4jurIQAAAAAGQvy5oAAAAB%26reviewId%3DRAUDPSNGU9GTN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJlNwOQY7dgFJiuXZPzIucVPg9n94aAxacwTdn4jurIQAAAAAGQvy5oAAAAB&reviewId=RAUDPSNGU9GTN","","0","当前加载评论时遇到问题。请稍后再试。"
"J. Self","5.0 颗星，最多 5 颗星","Required reading","2013年12月15日 在美国审核","已确认购买","Pretty engrossing. I was very very impressed by the tone and research put forth in this labor of love. I tinkered this is required reading for anyone interested in China.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAJDrmimZptjQNB9nriAzH6%252BhpIOtFwgDt7TBR3AUaYzAAAAAGQvy5oAAAAB%26reviewId%3DR31CX04PZ2UD9Y&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAJDrmimZptjQNB9nriAzH6%2BhpIOtFwgDt7TBR3AUaYzAAAAAGQvy5oAAAAB&reviewId=R31CX04PZ2UD9Y","","0","当前加载评论时遇到问题。请稍后再试。"
"Brian S","5.0 颗星，最多 5 颗星","Five Stars","2016年12月17日 在美国审核","已确认购买","Excellent book which came in handy for research on Chinese politics and government. -Brian Safran","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOJGcFz44uLsgAbFuAdDpiDnwyMQ4fgRIApQxzJfa9JMAAAAAGQvy5oAAAAB%26reviewId%3DR2PMSC8H4739AE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOJGcFz44uLsgAbFuAdDpiDnwyMQ4fgRIApQxzJfa9JMAAAAAGQvy5oAAAAB&reviewId=R2PMSC8H4739AE","","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","Five Stars","2017年4月12日 在美国审核","已确认购买","Good information. Not as boring as I'd expected at all.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNYBI%252FAR1hwf8M6Uq%252Fq9MSVQXhnoZkCzssicc0QZWNibAAAAAGQvy5wAAAAB%26reviewId%3DR3K72XACMXOSKR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNYBI%2FAR1hwf8M6Uq%2Fq9MSVQXhnoZkCzssicc0QZWNibAAAAAGQvy5wAAAAB&reviewId=R3K72XACMXOSKR","","0","当前加载评论时遇到问题。请稍后再试。"
"Greg Soare","5.0 颗星，最多 5 颗星","Very insightful","2016年1月18日 在美国审核","已确认购买","Very insightful. It really helped me better understand the motivations and environment of senior leaders in China","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPge%252FkjwXql0oVjq5nO0jg6S5Ca7bMNlgaH%252BKrH9aRkVAAAAAGQvy5wAAAAB%26reviewId%3DRQYZPB9GC0LVP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPge%2FkjwXql0oVjq5nO0jg6S5Ca7bMNlgaH%2BKrH9aRkVAAAAAGQvy5wAAAAB&reviewId=RQYZPB9GC0LVP","","0","当前加载评论时遇到问题。请稍后再试。"
"Lawrence Ohlfs","5.0 颗星，最多 5 颗星","Five Stars","2015年8月11日 在美国审核","已确认购买","Well done, after living three years in China I now understand why things were the way they were.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHIcKpBe5y%252BzGlzvLkLAB%252BUqD10b8SLyBtO07OtjO1jMAAAAAGQvy5wAAAAB%26reviewId%3DR2VR83O1DU9YET&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHIcKpBe5y%2BzGlzvLkLAB%2BUqD10b8SLyBtO07OtjO1jMAAAAAGQvy5wAAAAB&reviewId=R2VR83O1DU9YET","","0","当前加载评论时遇到问题。请稍后再试。"
"Geraldine Tsuyuko","3.0 颗星，最多 5 颗星","Three Stars","2016年6月18日 在美国审核","已确认购买","I enjoy it.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOfmxww1kW6Ha1xWqhRtYcERy0TAlEf8Ser51Wi%252F2nT%252BAAAAAGQvy5wAAAAB%26reviewId%3DR107UQRW4226EG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOfmxww1kW6Ha1xWqhRtYcERy0TAlEf8Ser51Wi%2F2nT%2BAAAAAGQvy5wAAAAB&reviewId=R107UQRW4226EG","","0","当前加载评论时遇到问题。请稍后再试。"
"wdcal","5.0 颗星，最多 5 颗星","Excellent Readable Summary of the Role of the Party","2012年10月6日 在美国审核","已确认购买","This is a very readable description of the role of the Party in China today.  Anyone interested in understanding how China operates should read this book.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhB6fuLk5wNfGDft0%252FUG5sqBAwnJdh6IYuH9rcYIpOZnmAAAAAGQvy5wAAAAB%26reviewId%3DR3T896FUFLYCTO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB6fuLk5wNfGDft0%2FUG5sqBAwnJdh6IYuH9rcYIpOZnmAAAAAGQvy5wAAAAB&reviewId=R3T896FUFLYCTO","","0","当前加载评论时遇到问题。请稍后再试。"
"Junsoung Kim","5.0 颗星，最多 5 颗星","Five Stars","2015年7月13日 在美国审核","已确认购买","hidden truth of communist Chinese gov't.China is in political power game and economic meltdown.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJmZaJRY6i382yDYyTfIokwx4AK4dwBJ6HGBf%252BRlulQIAAAAAGQvy5wAAAAB%26reviewId%3DR4SFM0QVH38TV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJmZaJRY6i382yDYyTfIokwx4AK4dwBJ6HGBf%2BRlulQIAAAAAGQvy5wAAAAB&reviewId=R4SFM0QVH38TV","","0","当前加载评论时遇到问题。请稍后再试。"
